frame,pid,number,conf,bbox_w,bbox_h
0,1,,0.0
0,2,,0.0
0,4,1,0.06
0,5,4,0.773064770876363
0,6,7,0.4078
0,7,4,0.6705915669009707
0,9,,0.0
0,10,,0.0
0,13,7,0.4061567045752156
1,7,,0.0
1,2,,0.0
1,6,7,0.4078
1,1,,0.0
1,4,,0.0
1,5,,0.0
1,9,2,0.1604705045942436
1,10,9,0.20527676462105127
1,13,7,0.4722195713817869
2,1,1,0.5112
2,6,7,0.4078
2,7,,0.0
2,2,,0.0
2,4,,0.0
2,10,,0.0
2,9,0,0.058222365656898395
2,5,,0.0
2,13,,0.0
3,7,9,0.20388969074343882
3,2,,0.0
3,4,,0.0
3,6,7,0.3044
3,9,2,0.3428106576895166
3,10,,0.0
3,1,,0.0
3,5,,0.0
3,13,,0.0
3,14,,0.0
4,6,7,0.4078
4,7,,0.0
4,2,,0.0
4,1,,0.0
4,13,,0.0
4,4,,0.0
4,9,,0.0
4,10,,0.0
4,5,,0.0
5,1,,0.0
5,2,,0.0
5,5,,0.0
5,7,,0.0
5,6,7,0.201
5,13,7,0.1905430570813761
5,9,,0.0
5,10,,0.0
5,4,,0.0
5,20,,0.0
6,6,7,0.201
6,1,,0.0
6,2,,0.0
6,7,,0.0
6,5,,0.0
6,9,,0.0
6,13,7,0.1905430570813761
6,10,8,0.1236064857616268
6,4,,0.0
6,20,5,0.05899825675105478
7,1,,0.0
7,7,,0.0
7,5,1,0.5678851349159475
7,6,7,0.201
7,2,,0.0
7,9,,0.0
7,4,,0.0
7,13,7,0.1905761459130029
7,10,6,0.11494030371464564
7,20,1,0.3272499042550339
8,7,4,0.6521678531087816
8,1,,0.0
8,6,7,0.4736
8,2,,0.0
8,9,28,0.11278529398542417
8,5,1,0.6114129764169511
8,13,1,0.5726987140873612
8,20,,0.0
8,4,,0.0
8,10,,0.0
9,7,4,0.8683647423658555
9,1,,0.0
9,6,,0.0
9,9,0,0.08405539348313561
9,2,,0.0
9,5,,0.0
9,13,,0.0
9,4,,0.0
9,10,,0.0
9,20,,0.0
10,7,4,0.9247502728626124
10,1,,0.0
10,6,,0.0
10,2,,0.0
10,5,,0.0
10,9,32,0.23042068772318292
10,13,1,0.5161968202986272
10,10,,0.0
10,4,,0.0
10,20,,0.0
11,6,,0.0
11,7,4,0.4735518388063016
11,1,,0.0
11,5,,0.0
11,9,,0.0
11,2,,0.0
11,20,,0.0
11,13,7,0.4722195713817869
11,24,4,0.11498792825356144
11,10,,0.0
11,4,,0.0
12,6,7,0.2668
12,7,,0.0
12,1,1,0.08772695727121751
12,5,,0.0
12,20,,0.0
12,9,,0.0
12,2,,0.0
12,13,,0.0
12,10,3,0.06754030501870062
12,4,,0.0
12,24,,0.0
12,14,1,0.14308827766717325
13,6,,0.0
13,7,,0.0
13,1,5,0.7080843291051709
13,5,,0.0
13,2,4,0.059036670583249115
13,9,7,0.1437378112059392
13,20,1,0.06
13,24,,0.0
13,10,,0.0
13,13,,0.0
13,4,,0.0
14,7,,0.0
14,6,,0.0
14,1,,0.0
14,5,,0.0
14,2,7,0.39738257724509357
14,9,2,0.061846346570535796
14,10,,0.0
14,4,,0.0
14,20,,0.0
14,13,,0.0
15,7,11,0.18962244096042707
15,6,2,0.0882
15,5,,0.0
15,1,1,0.5010238089347846
15,9,,0.0
15,13,,0.0
15,2,,0.0
15,10,,0.0
15,4,,0.0
15,20,,0.0
15,29,,0.0
16,6,,0.0
16,7,7,0.6448792369802454
16,5,3,0.8636599118441013
16,9,,0.0
16,1,1,0.5571751796256786
16,13,,0.0
16,2,4,0.05917481788579815
16,10,0,0.4433257076796353
16,4,,0.0
16,20,,0.0
16,24,,0.0
17,7,,0.0
17,6,,0.0
17,20,,0.0
17,4,,0.0
17,5,3,0.8587632084812258
17,9,,0.0
17,1,1,0.14346829937421235
17,13,,0.0
17,2,,0.0
17,10,,0.0
17,29,,0.0
18,7,,0.0
18,6,4,0.06
18,4,,0.0
18,5,,0.0
18,9,,0.0
18,20,,0.0
18,10,,0.0
18,13,,0.0
18,1,1,0.6616453217739893
18,2,,0.0
19,4,2,0.1504670953361789
19,7,5,0.21916035007638324
19,6,0,0.1757734091768678
19,1,,0.0
19,10,,0.0
19,5,4,0.11137313592119241
19,9,3,0.7161130604269474
19,20,,0.0
19,2,,0.0
19,13,,0.0
20,7,,0.0
20,4,,0.0
20,6,,0.0
20,1,,0.0
20,5,5,0.2089289085884971
20,13,,0.0
20,10,,0.0
20,20,,0.0
20,2,,0.0
21,6,,0.0
21,7,,0.0
21,1,,0.0
21,13,,0.0
21,10,,0.0
21,4,,0.0
21,5,1,0.22999478113094743
21,20,,0.0
21,2,,0.0
21,29,,0.0
22,24,,0.0
22,7,,0.0
22,1,,0.0
22,13,,0.0
22,6,,0.0
22,10,,0.0
22,5,1,0.7259695905220589
22,20,,0.0
22,2,,0.0
22,29,,0.0
23,6,,0.0
23,1,,0.0
23,7,,0.0
23,24,,0.0
23,5,7,0.5474780452511492
23,10,,0.0
23,13,,0.0
23,20,7,0.05919024248836644
23,29,,0.0
23,2,4,0.05860176675987892
24,1,,0.0
24,24,,0.0
24,6,,0.0
24,7,,0.0
24,5,1,0.5100158343077477
24,10,,0.0
24,13,,0.0
24,20,,0.0
24,2,,0.0
24,29,,0.0
25,1,,0.0
25,24,,0.0
25,5,1,0.5382647492776796
25,6,,0.0
25,7,,0.0
25,10,,0.0
25,13,,0.0
25,20,,0.0
25,2,,0.0
25,29,,0.0
26,24,,0.0
26,1,,0.0
26,5,,0.0
26,7,,0.0
26,10,1,0.08572888681549942
26,6,,0.0
26,13,,0.0
26,2,,0.0
26,29,,0.0
26,20,,0.0
27,1,4,0.06
27,5,,0.0
27,7,,0.0
27,6,,0.0
27,24,,0.0
27,13,7,0.19006455302595301
27,10,48,0.05916477190719191
27,2,,0.0
27,20,,0.0
28,5,,0.0
28,7,,0.0
28,24,,0.0
28,1,,0.0
28,6,,0.0
28,10,,0.0
28,13,7,0.19001510048583575
28,2,,0.0
28,20,,0.0
28,29,,0.0
29,5,,0.0
29,24,,0.0
29,7,,0.0
29,1,,0.0
29,6,,0.0
29,13,,0.0
29,10,8,0.9018444302563235
29,2,,0.0
29,20,,0.0
29,29,10,0.3068857220468747
30,5,4,0.5106844575628229
30,1,,0.0
30,20,,0.0
30,24,,0.0
30,6,,0.0
30,13,,0.0
30,10,8,0.7662893873792941
30,2,,0.0
30,7,,0.0
30,4,39,0.1536049997766903
31,6,,0.0
31,5,,0.0
31,24,,0.0
31,1,,0.0
31,13,,0.0
31,20,,0.0
31,7,,0.0
31,10,,0.0
31,2,,0.0
31,4,,0.0
31,29,2,0.2193127951473569
32,6,,0.0
32,24,7,0.5572150503093095
32,5,,0.0
32,1,,0.0
32,13,,0.0
32,2,4,0.5851794040274519
32,10,,0.0
32,20,7,0.623711064007927
32,7,,0.0
32,29,7,0.05900542008088762
33,6,,0.0
33,24,2,0.9933474620845766
33,5,,0.0
33,1,,0.0
33,13,,0.0
33,2,1,0.34409608570160266
33,20,,0.0
33,10,,0.0
33,7,,0.0
33,29,7,0.3456486136966575
34,6,,0.0
34,24,2,0.9598410767810207
34,20,,0.0
34,5,4,0.7174105520038193
34,1,,0.0
34,13,1,0.6791737737461281
34,7,7,0.5951853225857863
34,2,,0.0
34,9,,0.0
34,10,3,0.8555276858591351
34,29,1,0.08385202182274182
35,24,12,0.8185993363996096
35,20,,0.0
35,5,,0.0
35,13,,0.0
35,9,7,0.40612875390521885
35,7,2,0.18238335873121947
35,1,1,0.5190689952781363
35,2,,0.0
35,10,8,0.7054222106941559
35,6,,0.0
35,29,,0.0
36,24,61,0.9905521496270444
36,13,1,0.5945332449208278
36,20,2,0.2583075684374123
36,9,7,0.4062014226321639
36,5,,0.0
36,2,,0.0
36,1,,0.0
36,6,,0.0
36,10,0,0.6686402474400154
36,7,,0.0
36,29,,0.0
37,24,,0.0
37,13,1,0.05873324492082792
37,20,,0.0
37,9,,0.0
37,6,,0.0
37,5,1,0.49123288702095325
37,2,4,0.37848009273704175
37,1,,0.0
37,10,,0.0
37,7,,0.0
37,29,,0.0
38,24,0,0.959267328486296
38,13,8,0.5098618103496201
38,9,7,0.19034505221515768
38,6,,0.0
38,20,,0.0
38,7,1,0.21947877687804201
38,5,,0.0
38,10,3,0.4065909721763279
38,2,,0.0
38,1,,0.0
38,29,,0.0
39,24,61,0.9989866514177733
39,13,,0.0
39,9,2,0.3501332449208279
39,5,,0.0
39,6,,0.0
39,20,,0.0
39,7,,0.0
39,2,0,0.8466729799643488
39,10,,0.0
39,29,,0.0
39,1,,0.0
40,24,,0.0
40,5,,0.0
40,20,,0.0
40,13,,0.0
40,9,,0.0
40,6,,0.0
40,2,,0.0
40,7,4,0.06
40,10,65,0.32116548002937395
40,29,,0.0
40,1,,0.0
41,5,,0.0
41,20,,0.0
41,24,89,0.38510792925490256
41,6,,0.0
41,9,2,0.3971518223525009
41,13,77,0.22441865986826587
41,7,,0.0
41,2,,0.0
41,29,4,0.9147972500846486
41,10,8,0.9876314245830861
41,1,1,0.424543807729163
42,5,,0.0
42,20,,0.0
42,24,,0.0
42,6,,0.0
42,13,,0.0
42,7,,0.0
42,9,2,0.406573773746128
42,2,,0.0
42,1,1,0.39645319736629403
42,29,4,0.9889211408033681
42,10,,0.0
43,5,,0.0
43,6,0,0.9535100833614245
43,13,,0.0
43,9,,0.0
43,24,,0.0
43,20,,0.0
43,2,,0.0
43,7,,0.0
43,1,,0.0
43,29,4,0.9555694770668999
43,49,6,0.24472097399644072
43,10,45,0.9014380691623968
44,5,,0.0
44,13,,0.0
44,20,1,0.8028835075474373
44,6,1,0.06
44,9,,0.0
44,2,,0.0
44,24,61,0.9993144041061424
44,7,,0.0
44,1,,0.0
44,29,0,0.8809586229387549
44,49,,0.0
44,10,1,0.8849021113685316
45,5,,0.0
45,13,,0.0
45,6,,0.0
45,20,,0.0
45,2,,0.0
45,9,7,0.1903909721763279
45,24,99,0.5617028212252468
45,7,,0.0
45,10,6,0.1000652784502756
45,1,,0.0
45,29,3,0.12322759368313566
46,24,9,0.725621877357629
46,20,,0.0
46,13,,0.0
46,5,,0.0
46,9,7,0.19036812934053388
46,6,1,0.1258
46,2,47,0.05970594772665271
46,7,7,0.2667952485129046
46,10,1,0.698441800704223
46,1,,0.0
46,29,7,0.18027844533892506
47,24,9,0.20145293993016367
47,20,,0.0
47,5,7,0.05980233733263325
47,13,70,0.43485333138611443
47,6,,0.0
47,9,,0.0
47,10,,0.0
47,2,,0.0
47,1,,0.0
