team_id,total_possessions,avg_possession_length_frames,avg_possession_length_seconds,total_passes,total_interceptions_made,total_interceptions_against,total_shots,avg_spacing_m,avg_defensive_pressure_m
1,1,55.0,,0,0,0,0,59.94391531562624,
